index,股票名称,发布时间,清洗后评论,情感,事件类型,置信度,关键词
46807,睿智医药,2026/12/31 9:28,今天20CM,中性,其他,2,20CM
46808,睿智医药,2026/12/31 9:19,老胡啊咋整的又没人玩了,消极,市场情绪,3,没人玩、走势
46809,睿智医药,2026/12/31 12:45,"就你这走势,好意思睿智?表态下?",消极,管理层,3,表态、睿智
46810,睿智医药,2026/12/30 8:27,"超级垃圾,日日跌",消极,市场情绪,3,天天跌、眼泪都哭干了、惨
46811,睿智医药,2026/12/30 10:57,"今天是白线在上黄线在下,沪指的小红掩盖不了大多数股票调整的现实,可操作性不强,多",消极,市场情绪,3,沪指调整、可操作性不强、股票调整
46812,睿智医药,2026/12/30 3:09,"东方财富尾盘吃进20万手,你明天也给力点",中性,其他,2,东方财富、尾盘、吃进
46813,睿智医药,2026/12/30 2:18,"垃几,空仓了,好好过年吧!不然猪肉钱都会被掏走",消极,市场情绪,3,垃几、空仓、猪肉钱
46814,睿智医药,2026/12/30 10:00,"这么惨的吗?天天跌,眼泪都哭干了",消极,市场情绪,3,这么惨、天天跌、眼泪
46815,睿智医药,2026/12/30 11:05,"什么鬼股票,躲过了牛市,碰上了熊市",消极,管理层,3,越换越完、大股东、管理层变动
46816,睿智医药,2026/12/30 10:56,"这么好的公司没事瞎折腾大股东玩越换越完,本来涨的挺好,公布完事后天天跌。",消极,业绩相关,3,公布完事、天天跌
46817,睿智医药,2026/12/30 10:19,"胡瑞连入主公司,被大资金解读为灾难,一部分人却认为他是睿智的答案,到底谁更聪明",中性,管理层,3,胡瑞连、入主、大资金解读
46818,睿智医药,2026/12/11 7:14,以前的名字多好啊量子生物,消极,其他,3,名字、量子生物
46819,睿智医药,2026/12/30 10:05,"7.16进的,前几天高开竞价进,还是看好你",积极,其他,2,看好、7.16进、高开竞价
46820,睿智医药,2026/12/30 9:22,能让散户过个安心的元旦么?,消极,市场情绪,3,ST、垃圾股
46821,睿智医药,2026/12/30 9:35,"跌的越狠,将来起的越猛",中性,市场情绪,2,上涨预期
46822,睿智医药,2026/12/30 9:35,已经ST了,消极,重大事项,3,ST
46823,睿智医药,2026/12/30 9:34,"垃圾股,光跌不涨",消极,市场情绪,3,垃圾股
46824,睿智医药,2026/12/30 9:33,微盘股,中性,行业政策,2,微盘股
46825,睿智医药,2026/12/30 9:21,"又暴跌了,这垃圾",消极,市场情绪,3,暴跌、垃圾、跌
46826,睿智医药,2026/12/30 9:21,看看今天又跌了哈哈,消极,市场情绪,3,跌、哈哈
46827,睿智医药,2026/12/27 12:29,每年都要有好几次集采怪不得医药总是跌,消极,行业政策,3,集采、医药、跌
46828,睿智医药,2026/12/29 3:11,"睿智医药本周融资净偿还1212.28万元,居医疗服务板块第四",中性,业绩相关,3,融资净偿还、睿智医药、医疗服务板块
46829,睿智医药,2026/12/27 3:01,元月份大家会目瞪口呆不信大家一起验证,中性,其他,2,集采、验证
46830,睿智医药,2026/12/29 10:11,"目前A股的情况,用第六感炒股比用技术炒股胜算更大,比如你同时看中三只股票,买入那",中性,市场情绪,2,第六感炒股、技术炒股、市场情绪
46831,睿智医药,2026/12/28 5:40,"这个主力太狠了,居然能融券一亿股在涨停板第二天做空啊?",中性,市场情绪,2,融券、做空、市场情绪
46832,睿智医药,2026/12/28 3:48,"2021你开始集采到现在都是跌,这就是集采的影响懂吗",消极,行业政策,3,集采、下跌
46833,睿智医药,2026/12/28 3:31,曾经我12块亏到8块不到,消极,业绩相关,3,亏损、从12到8
46834,睿智医药,2026/12/27 11:14,"等大盘一回落,它就发绿",消极,市场情绪,3,大盘回落、发绿
46835,睿智医药,2026/12/26 10:42,"连亏4天了,吃了个涨停也禁不住你天天这样跌啊",消极,市场情绪,3,连亏、跌、禁不住
46836,睿智医药,2026/12/27 7:05,"月线完美,周线有下跌需求,短期看到6.2",中性,其他,3,月线、周线、6.2
46837,睿智医药,2026/12/27 6:00,建议6.2整1-2成仓位,中性,其他,3,仓位、6.2
46840,睿智医药,2026/12/27 3:37,"远离这票,远离这坏种老庄.",消极,造假,3,老庄、骗票、坏种
46841,睿智医药,2026/12/27 3:36,"远离这老庄这老坏种,用别人人头骗票发坏。下三烂的手段,你不糟都大逆不到。",消极,造假,3,老庄、骗票、下三烂
46842,睿智医药,2026/12/27 3:01,"够垃圾,尾盘非得绿一下",消极,其他,2,垃圾票、尾盘、绿
46843,睿智医药,2026/12/27 2:56,"公布老胡成第一大股东以后天天跌,看胡你啥意思,你不是来害我们来了吧。",消极,管理层,2,第一大股东、老胡、天天跌
46844,睿智医药,2026/12/27 2:49,"垃圾票微盘大跌你跟着,微盘大涨你装死,大家这是多不看好老胡啊,公布老胡成第一大股",消极,市场情绪,2,大跌、装死、不看好
46845,睿智医药,2026/12/27 2:27,"筹码峰刚刚动了点,有人受不了了,再这样横几天,上面都受不了才能拉",消极,市场情绪,3,横盘、行情、大跌
46846,睿智医药,2026/12/27 2:09,"基本无了,你们还想涨,做梦吧",消极,市场情绪,3,无望、涨、做梦
46847,睿智医药,2026/12/27 10:38,"这只票每个月基本就一两天能挣钱,碰上了就赚了,其余时间不是大跌就是阴跌,很没意思",消极,市场情绪,3,阴跌、赚、大跌
46848,睿智医药,2026/12/27 1:24,"跌的时候火力十足,涨的时候半死不活",消极,市场情绪,3,跌、涨、半死不活
46849,睿智医药,2026/12/27 1:26,"让它横一段时间再说,也许下月中旬应该会有行情",中性,市场情绪,3,横盘、行情、下月中旬
46850,睿智医药,2026/12/27 10:32,",这个时候主力去哪儿?",中性,市场情绪,2,主力、拉升、集采
46851,睿智医药,2026/12/27 12:51,下周暴力拉升上12,积极,市场情绪,2,暴力拉升
46852,睿智医药,2026/12/27 1:13,无大资金买,消极,市场情绪,2,无大资金
46853,睿智医药,2026/12/27 12:26,又要集采来了快跑,消极,行业政策,2,集采
46854,睿智医药,2026/12/27 12:18,"盘两天再下跌,就这节奏,两次进都割肉,最垃圾的票",消极,市场情绪,3,割肉、垃圾票
46855,睿智医药,2026/12/27 10:48,冲高回落下午暴跌,消极,市场情绪,3,冲高回落、暴跌、失望
46856,睿智医药,2026/12/27 11:25,"哎,浪费大好行情",消极,市场情绪,3,浪费行情、新高、过不去
46857,睿智医药,2026/12/27 10:30,失望透顶这个,消极,市场情绪,3,失望透顶、冲高卖、垃圾股
46858,睿智医药,2026/12/27 11:17,"什么垃圾,早上版块高点,他能到多少,刚版块新高,连82都过不去",消极,市场情绪,3,冲高回落、暴跌、垃圾股
46859,睿智医药,2026/12/27 11:10,"这垃圾股,什么时候冲高卖都不会错",消极,市场情绪,3,冲高卖、垃圾股、行情
46860,睿智医药,2026/12/27 10:29,"马斯克都来插一脚的减肥药概念,大家都别轻易下车",中性,市场情绪,2,窄幅震荡、成交低迷、轻仓观察
46861,睿智医药,2026/12/26 10:42,"股市上午前一小时给人的感觉是窄幅震荡,成交低迷,符合预期,若不放量,轻仓观察为主",消极,市场情绪,2,大盘跌、医药板块
46862,睿智医药,2026/12/27 10:43,"医药一动,大盘就跌",积极,管理层,2,新掌控人、拯救措施、起死回生
46863,睿智医药,2026/12/27 9:48,"新掌控人一上来不使出招数,拯救措施,把公司从死亡线起死回生,让大家看到希望,实实",中性,其他,2,路漫漫、探索
46864,睿智医药,2026/12/27 10:29,"路漫漫,还将继续探索下去",中性,行业政策,2,减肥药概念
46865,睿智医药,2026/12/27 9:33,跌破六块开始逐步加仓,中性,其他,2,加仓、下跌、市场
46866,睿智医药,2026/12/26 5:41,"涨的不多跌的挺多的,也不是几倍的涨幅跌的时候20多个点的跌太厉害了",消极,业绩相关,3,业绩难看
46867,睿智医药,2026/12/26 9:35,主要是年报业绩难看,中性,其他,2,量子高科
46868,睿智医药,2026/12/26 9:01,还是叫量子高科更博人眼球,积极,市场情绪,3,开始涨
46869,睿智医药,2026/12/26 2:59,"九转功成,明天开始涨了",中性,其他,2,涨停、买不进
46870,睿智医药,2026/12/26 2:55,连着暴跌没有一天涨,消极,市场情绪,3,连跌、暴跌、下跌
46871,睿智医药,2026/12/26 2:53,天天跌有意思吧,消极,市场情绪,3,天天跌、下跌
46872,睿智医药,2026/12/26 2:49,一直跌不会退市吧,消极,重大事项,2,退市、下跌
46873,睿智医药,2026/12/26 2:46,A股太多的垃圾股了,消极,行业政策,2,垃圾股、A股
46874,睿智医药,2026/12/26 2:02,"典型跟跌不跟涨,确实和他们说的那样这个股没有得玩了。不能再抱有幻想",消极,市场情绪,3,跟跌、下跌、抱有幻想
46875,睿智医药,2026/12/26 1:25,至少等到5.7,消极,市场情绪,3,下跌、亏空、ST
46876,睿智医药,2026/12/26 1:24,"医保的亏空,需要医药股来填来无私奉献。所以永远涨不了。",消极,行业政策,3,医保、医药股、政策影响
46880,睿智医药,2026/12/26 11:25,"无耻,垃圾",消极,市场情绪,3,天天跌
46881,睿智医药,2026/12/26 11:14,能不能翻红,中性,其他,2,翻红
46882,睿智医药,2026/12/26 10:45,"大盘跌,你在跌,大盘涨,你还跌,你这震动不叫震动,震动有来回,你这是只有下,没有",消极,市场情绪,3,只跌不涨
46883,睿智医药,2026/12/26 10:45,"打压亏损股和小盘股没有业绩亏损的都要ST,睿智医药都达到了亏损股",消极,造假,3,ST、业绩造假
46884,睿智医药,2026/12/26 10:37,就差我那一万块钱么??天天跌,消极,市场情绪,3,天天跌
46885,睿智医药,2026/12/26 10:18,天天都是这样,消极,市场情绪,3,跌成、退市、惨烈
46886,睿智医药,2026/12/26 9:53,"大家有不满意的可以直接呼叫老胡,",中性,其他,2,不满意、呼叫、老胡
46887,睿智医药,2026/12/26 9:46,破股万人捶!,消极,市场情绪,3,破股、万人捶
46888,睿智医药,2026/12/26 9:25,"跌成,是要退市吗?",消极,监管,3,退市
46889,睿智医药,2026/12/26 9:27,"最后一杀往往是最惨烈的!但不管从时间还是空间上来说,应该已经快到位了",中性,其他,3,到位、时间、空间
46890,睿智医药,2026/12/25 7:47,"6.2可以买1,2成仓位。目前不建议进去",中性,市场情绪,3,"市场情绪,干预,破位"
46891,睿智医药,2026/12/26 6:42,"昨晚想了一下,目前价格并非低点,预估还要往下跌,最少要破位,即使现在反弹也是昙花",消极,市场情绪,3,"下跌,破位,反弹"
46892,睿智医药,2026/12/25 8:56,"走了,留下的发财,去银行股了",积极,其他,3,"仓位,银行股"
46893,睿智医药,2026/12/25 7:09,"市场太容易被随意干预了,获利预期大幅度调低,好多都是见利就跑,稍微多持有一段时间",消极,监管,3,"干预,获利预期"
46894,睿智医药,2026/12/25 6:24,公告难产,中性,重大事项,2,"公告,难产"
46895,睿智医药,2026/12/25 1:57,"唯一多头沉默变金哥都给你气跑了,睿智你看你做的什么孽",消极,市场情绪,3,多头沉默、个股下跌、情绪消极
46896,睿智医药,2026/12/25 4:18,"大盘不跌,个股跌始终有个坑还没解决,如果微盘股跌完了,大盘始终有颗雷不能释放出来",消极,市场情绪,3,大盘不跌、个股跌、个股坑
46897,睿智医药,2026/12/25 3:27,"今天沪深两市全天成交12813亿元,较昨天缩200亿元,今天虽然下跌的股票远远多",中性,业绩相关,3,沪深两市、成交额、下跌个股
46898,睿智医药,2026/12/25 2:49,拉尾盘得瑟啥,消极,市场情绪,3,拉尾盘、情绪不满
46899,睿智医药,2026/12/25 2:22,"真是太牛了,高点追的相当于直接吃了跌停",积极,市场情绪,3,高点追、吃跌停
46900,睿智医药,2026/12/25 1:56,"第12天了,大盘下午也在缓慢放量,上涨的也在增多,最后一小时,能否给个惊喜",消极,市场情绪,3,大盘放量、奄奄一息、病入膏肓
46901,睿智医药,2026/12/25 2:16,"太惨了,天天板块倒数,关键是迹象好转不了,病入膏肓,奄奄一息,无可救药",消极,市场情绪,3,太惨了、迹象好转不了、无可救药
46902,睿智医药,2026/12/25 2:09,为什么这么垃圾呀,消极,市场情绪,3,垃圾、消极情绪
46903,睿智医药,2026/12/25 1:43,"得了病,立马演油",消极,市场情绪,2,得了病、演油
46904,睿智医药,2026/12/25 12:06,"现在的融资余额是1.21亿元,在流通市值里,占了3.53%。比例可不低,超过了这",中性,其他,3,融资余额、流通市值、比例
46905,睿智医药,2026/12/25 1:38,"老胡也是瞎眼了,拿那些钱投公司,能有回报吗。",消极,市场情绪,3,亏钱、无语、唱多
46906,睿智医药,2026/12/25 1:03,还是难逃微盘股的命运,消极,业绩相关,2,微盘股、命运
46907,睿智医药,2026/12/25 1:12,"买你竟然还亏5个点了,无语",消极,市场情绪,3,亏损、亏5个点、无语
46908,睿智医药,2026/12/25 1:22,$睿智医药(SZ300149)$,中性,其他,1,睿智医药
46909,睿智医药,2026/12/25 10:50,"谁给你唱多,你就把他的嘴撕了!",消极,市场情绪,3,唱多、撕嘴
46910,睿智医药,2026/12/25 10:30,"7.16买的,这套了5个点了。",中性,其他,3,
46911,睿智医药,2026/12/25 10:08,丢掉手机再看要呼吸困难了,消极,市场情绪,3,呼吸困难
46912,睿智医药,2026/12/25 9:56,"好好好,这样玩是吧",中性,其他,3,
46913,睿智医药,2026/12/5 4:21,公司最近三个月在获取ADC订单有什么进展?,中性,业绩相关,3,ADC订单
46914,睿智医药,2026/12/23 11:30,"请问张艳红女士作为上海睿智医药副总裁,主要负责什么业务?",中性,管理层,3,张艳红、副总裁、业务
46915,睿智医药,2026/12/25 10:56,"跌了这么多,股吧里还有一堆看多的,止跌还早",消极,市场情绪,3,暴跌、高开、看多
46916,睿智医药,2026/12/25 10:13,"这个高开太缺德了,庄家良心大大的坏!",消极,市场情绪,3,高开、庄家、缺德
46917,睿智医药,2026/12/25 10:30,"为什么删除我的评论,就是反对",中性,其他,2,删除评论、反对
46918,睿智医药,2026/12/25 11:06,下午暴跌开始了哦,消极,市场情绪,3,暴跌
46919,睿智医药,2026/12/24 5:38,"有多少睿智的脑袋,遇到了驴蹄子。",消极,市场情绪,3,睿智、驴蹄子
46920,睿智医药,2026/12/23 11:30,广东弘元普康作为睿智医药科技股份有限公司(300149)旗下的微生态医疗事业部。,消极,市场情绪,3,亏、跌、割肉
46921,睿智医药,2026/12/25 10:49,"高点没看到未止损,现在越亏越多了,不知买了个啥垃圾,一买天天跌。哎!咋办呢?割了",消极,市场情绪,3,亏、跌、割了
46922,睿智医药,2026/12/23 11:30,"广大中小股东热烈祝贺胡瑞连董事长成为控制人,希望公司能在胡董事长带领下成为超一流",积极,管理层,3,董事长、控制人、带领
46923,睿智医药,2026/12/25 10:42,"高开骗散户接盘的,慢慢跌到ST把你们钱亏完",消极,造假,3,高开、骗散户
46924,睿智医药,2026/12/25 10:37,这个股将会很惨,消极,重大事项,3,ST、惨
46925,睿智医药,2026/12/25 10:13,谁知道怎么投票,消极,市场情绪,3,割散户
46926,睿智医药,2026/12/25 10:34,"没有最低只有更低哦,中国股市就是割散户的钱",消极,市场情绪,3,割散户
46927,睿智医药,2026/12/25 8:38,"今天股市的关键是成交量,如果继续缩量,缩到1.2w亿元甚至更少,就有不确定性了,",中性,市场情绪,2,成交量、不确定性
46928,睿智医药,2026/12/25 10:30,够垃圾,消极,市场情绪,3,垃圾
46929,睿智医药,2026/12/25 10:30,怎么还有人删评论,中性,其他,2,
46930,睿智医药,2026/12/25 10:29,今天全体起力涨停板,积极,市场情绪,3,涨停、起力、情绪高涨
46931,睿智医药,2026/12/25 10:28,"就算是耶稣来了,也挡不住我下跌,因为我是睿智的医药",消极,市场情绪,3,下跌、癫痫、伸腿
46932,睿智医药,2026/12/25 10:25,"这个股天天开盘癫痫一阵子,最后伸腿,绷直",消极,市场情绪,3,出货、下跌、情绪低落
46933,睿智医药,2026/12/25 9:59,"老胡,该起来喝药啦",消极,市场情绪,3,喝药、情绪调侃、负面情绪
46934,睿智医药,2026/12/25 10:18,一直在出货中,消极,市场情绪,3,出货、下跌、情绪低落
46935,睿智医药,2026/12/24 3:07,"股东大会召开之前(不是明天的),不会有行情,公告明确了择期召开股东大会投票定增事",消极,重大事项,3,股东大会、定增、行情
46936,睿智医药,2026/12/25 10:10,今天这么凶险,消极,市场情绪,3,凶险
46937,睿智医药,2026/12/25 9:45,"天天在跑,说明大庄家不看好,所以以观望为主,不轻易出手。",中性,市场情绪,3,观望、大庄家
46938,睿智医药,2026/12/24 8:50,"今天刚刚在低点卖掉了,还没有接回来,明天就大涨、涨停?天哪",消极,市场情绪,3,低点卖出、大涨
46939,睿智医药,2026/12/25 10:02,不愧是你,积极,其他,3,不愧是你
46940,睿智医药,2026/12/25 9:50,"高开低走,平开低走,低开低走。股价上涨全靠高开",消极,市场情绪,3,高开低走、股价下跌、出货
46941,睿智医药,2026/12/25 9:48,"股价不涨,大家都投反对票,看这帮损子怎么办",消极,市场情绪,3,股价不涨、反对票、损子
46942,睿智医药,2026/12/25 9:46,"今天再不拉,大家就走了,让庄家自已玩",消极,市场情绪,3,拉高出货、抛售
46943,睿智医药,2026/12/25 9:43,"去舒泰神玩了,再见",消极,重大事项,3,离开、减持
46944,睿智医药,2026/12/25 9:34,拉高出货,消极,造假,2,拉高出货
46945,睿智医药,2026/12/25 9:41,又在利用利好跑,消极,市场情绪,3,高开低走、尾盘翻绿、跑
46946,睿智医药,2026/12/25 9:36,"又是高开低走,尾盘翻绿",消极,市场情绪,3,高开低走、尾盘翻绿
46947,睿智医药,2026/12/25 9:28,"冲高及时兑现,别走在别人的后面了",消极,市场情绪,3,冲高、兑现、跑
46948,睿智医药,2026/12/25 8:29,月K线……长期趋势保守……14-15极端……21-22更高点位……以后再说因为…,中性,行业政策,3,月K线、长期趋势、政策
46949,睿智医药,2026/12/24 6:15,"上海印发《上海市发展医学人工智能工作方案(2025—2027年)》,其中提到,加",中性,行业政策,3,上海、医学人工智能、工作方案
46950,睿智医药,2026/12/24 7:12,有用不?对明天?,中性,其他,3,回调、右侧交易、成本
46951,睿智医药,2026/12/24 5:02,"回调差不多到位了,不过我选择右侧交易,过1-2天看,红了再进去吧",中性,其他,3,回调、右侧交易、红了再进
46952,睿智医药,2026/12/24 3:36,你们成本都是多少啊,中性,其他,3,成本
46953,睿智医药,2026/12/24 3:07,"听天由命吧,那个时候,确实看走眼了,把短线玩成长线了,有可能变成股东",消极,市场情绪,3,看走眼、短线、长线、股东
46954,睿智医药,2026/12/24 2:38,"看来明天开的会没有实质性问题,瞎忽悠的",消极,造假,3,忽悠、无实质
46955,睿智医药,2026/12/24 2:22,我早就卖了,消极,重大事项,3,ST、亏损、变ST
46956,睿智医药,2026/12/24 1:43,睿智医药公布了ST亏损股了,消极,业绩相关,3,ST、亏损
46957,睿智医药,2026/12/24 2:24,我到3.58元再看看ST股好不好再说,中性,市场情绪,2,ST股
46958,睿智医药,2026/12/24 2:09,"在各个所属板块都倒数第一,本事",消极,业绩相关,3,倒数第一
46959,睿智医药,2026/12/24 2:08,再不卖变ST股了想卖都卖不了了,消极,重大事项,3,ST、卖
46960,睿智医药,2026/12/24 2:07,"病入膏肓,无可救药了,姓胡的",消极,市场情绪,3,病入膏肓、无可救药、差
46961,睿智医药,2026/12/24 2:05,"看看人家广生堂净资产也是2快多,人家都35了没法比",消极,业绩相关,2,净资产、2块、35
46962,睿智医药,2026/12/24 1:29,来个有实力的大爷把绿色的卖单都吃掉,中性,市场情绪,2,吃掉、卖单
46963,睿智医药,2026/12/24 1:12,哪位大神出来说说8块得本钱还能回来吗,消极,市场情绪,3,8块、本钱、回不来
46964,睿智医药,2026/12/24 12:40,"下午买点,因为实在太差了",中性,市场情绪,2,下午买、太差
46965,睿智医药,2026/12/24 1:37,别的都在涨就ST股在跌,消极,市场情绪,3,"ST股下跌,主力砸盘,追高风险"
46966,睿智医药,2026/12/24 1:08,老胡能不能直接拉起来5个点让大家看看你的实力,消极,管理层,2,"拉起5个点,主力操作"
46967,睿智医药,2026/12/24 11:05,"长阴短柱,主力砸盘,是假跌,就是要大家卖在地板上,这支股票业绩差,主力正好制造恐",消极,造假,3,"主力假跌,业绩差,恐吓式信息"
46968,睿智医药,2026/12/24 11:38,"增发没有尘埃落定,无疑更加大了追高的风险。所以认真解读所有公开信息还是非常有必要",中性,业绩相关,3,"增发尘埃落定,追高风险,公开信息解读"
46969,睿智医药,2026/12/24 10:46,"巨亏出局!今年挣得都还给它了,也好!起码能睡安稳觉了",消极,业绩相关,3,"巨亏出局,今年亏损,睡安稳觉"
46970,睿智医药,2026/12/24 11:00,"短线跌破9.6就应该走吧,未见买点之前抄底的,甚至追高的,只能呵呵了。炒股票可以",消极,市场情绪,3,抄底、追高、呵呵
46971,睿智医药,2026/12/24 10:49,敬畏市场!,积极,市场情绪,3,敬畏市场
46972,睿智医药,2026/12/24 10:48,这个公司换了个什么玩意?,中性,重大事项,2,公司变更
46973,睿智医药,2026/12/24 10:46,下午别想跑了关门闷杀,消极,市场情绪,3,别想跑、关门闷杀
46974,睿智医药,2026/12/24 10:35,"买不完,跟本买不完,他们想把公司都买给股民",消极,市场情绪,2,买不完、闷杀
46975,睿智医药,2026/12/24 10:35,"事出反常必有妖,财务造假会被警示ST,没有这样的跌法",消极,造假,3,财务造假
46976,睿智医药,2026/12/24 10:35,大盘没有全面调整见底之前不敢轻易抄底,中性,市场情绪,2,大盘调整
46977,睿智医药,2026/12/24 10:30,微盘股的末日到了,消极,行业政策,3,微盘股
46978,睿智医药,2026/12/24 10:23,垃圾两天暴跌10个点,消极,其他,3,暴跌
46979,睿智医药,2026/12/18 2:37,"跳水了,跑!跑!跑!",消极,市场情绪,3,跳水
46980,睿智医药,2026/12/24 10:00,"你是有多烂,才能天天绿",消极,市场情绪,3,暴跌、绿、利空
46981,睿智医药,2026/12/24 10:10,要退市的节奏啦!,消极,市场情绪,3,退市
46982,睿智医药,2026/12/24 10:09,"暴跌继续,预示明天的会议利空不断",消极,市场情绪,3,暴跌、利空
46983,睿智医药,2026/12/23 2:06,遭了!放量了,消极,市场情绪,3,放量
46984,睿智医药,2026/12/24 10:06,"2021年以来,有九次调整超过30%,平均跌幅35%,平均调整周期20天,仅供参",中性,业绩相关,3,调整、跌幅、周期
46985,睿智医药,2026/12/24 9:45,"这就是垃圾机构推荐的让我接盘的,快三十个点了,当天就按着了",消极,市场情绪,3,接盘、亏、跌停
46986,睿智医药,2026/12/24 9:53,"这是跌停板的节奏,调整开始了",中性,市场情绪,2,跌停板、调整
46987,睿智医药,2026/12/24 9:51,是不是要ST了?我进来就一直亏,消极,重大事项,3,ST、亏
46988,睿智医药,2026/12/24 8:53,久违的感觉,积极,市场情绪,2,久违
46989,睿智医药,2026/12/24 9:45,大资金都出货,消极,市场情绪,3,大资金、出货
46990,睿智医药,2026/12/24 9:41,睿智医药宣布ST股了,消极,重大事项,3,ST公告
46991,睿智医药,2026/12/24 9:40,涨停来了一次暴跌好几天了,消极,市场情绪,3,涨停暴跌
46992,睿智医药,2026/12/24 9:40,",不涨哈哈",消极,市场情绪,3,不涨
46993,睿智医药,2026/12/24 9:38,"垃圾票微盘股跌你跟着,微盘涨了你装死。",消极,市场情绪,3,垃圾票微盘
46994,睿智医药,2026/12/24 9:36,这家伙有制艾滋病药吗?,消极,造假,3,艾滋病药
46995,睿智医药,2026/12/20 11:12,"这里买不为别的,就是跌的够多了,要反弹了。",中性,市场情绪,2,唱多、大跌、反弹
46996,睿智医药,2026/12/15 9:44,"我看你们怎么办,杀猪盘来了",消极,市场情绪,3,杀猪盘
46997,睿智医药,2026/12/23 4:39,"又没在名单内,为啥也跟着大跌呢,真是郁闷",消极,市场情绪,2,郁闷、大跌
46998,睿智医药,2026/12/23 2:37,"看看今天这成交量啊都给你们干自闭了吗?一问一个不开口,大致判断还要跌,等着吃满汉",消极,市场情绪,2,成交量、自闭、还要跌
46999,睿智医药,2026/12/23 2:29,一直唱多的人吧,中性,管理层,2,一直唱多
47000,睿智医药,2026/12/23 2:54,"兄弟们,我都懂我都懂别问我为什么壮士断腕这事谁没做过大不了没有利润,现在我正式宣",消极,市场情绪,3,散户、退市、大A
47001,睿智医药,2026/12/23 2:44,不讲武德啊,消极,市场情绪,3,不讲武德
47002,睿智医药,2026/12/23 2:43,"亏的永远都是散户,退市也算散户这就是中国大A",消极,市场情绪,3,亏、散户
47003,睿智医药,2026/12/23 2:40,哈哈哈!明天破7。,积极,市场情绪,3,破7、大涨
47004,睿智医药,2026/12/23 1:30,6.2等你,中性,其他,2,6.2
47005,睿智医药,2026/12/23 2:18,现在不卖想卖都卖不了了变ST股了,消极,重大事项,3,ST、爆雷、变ST
47006,睿智医药,2026/12/23 2:15,等下跌停板,消极,市场情绪,2,下跌停板
47007,睿智医药,2026/12/23 2:12,"7.16都埋,只希望这货不要爆雷变ST",消极,造假,3,爆雷、变ST
47008,睿智医药,2026/12/18 1:22,"如果突破7.45后且站稳7.69,15分钟线似乎有机会。日线、60分钟依然在寻底",中性,市场情绪,3,突破、站稳、寻底
47009,睿智医药,2026/12/23 1:07,这票要完蛋了是吗?,消极,重大事项,3,完蛋、ST
47010,睿智医药,2026/12/23 11:25,"都等啥想补仓的,建仓的还不出手在不买下午涨起来又都拍大腿了。",消极,市场情绪,3,跌猛、补仓、机会
47011,睿智医药,2026/12/23 1:06,完蛋了是吗,消极,市场情绪,3,完蛋了
47012,睿智医药,2026/12/17 10:46,下三烂,消极,市场情绪,3,下三烂
47013,睿智医药,2026/12/23 10:44,基本上没戏了跌这么猛给个机会出来呗7.4的本啊,消极,市场情绪,3,跌这么猛、本
47014,睿智医药,2026/12/23 8:28,"本周是2024年最后一个完整的交易周,转瞬间,2024年就要过去了,对于我们股民",中性,其他,3,2024年最后一个交易周、股民
47015,睿智医药,2026/12/23 11:12,顶部已经形成反弹都是出货良机,消极,市场情绪,3,出货、反弹、砸
47016,睿智医药,2026/12/23 10:50,"量化做庄的票,不会有任何前途",消极,行业政策,2,量化、做庄、前途
47017,睿智医药,2026/12/23 10:39,继续砸使劲砸小主力你也不怕超底的进来和你抢,消极,市场情绪,3,砸、超底、抢
47018,睿智医药,2026/12/23 10:17,睿智医药要退市了快跑已经出来了,消极,重大事项,3,退市、快跑
47019,睿智医药,2026/12/23 10:13,哈哈大垃圾,消极,市场情绪,3,大垃圾
47020,睿智医药,2026/12/23 10:03,补一次套一次,消极,市场情绪,3,暴跌、杀出血、打压股价
47021,睿智医药,2026/12/23 10:02,"今天杀出血来,自己有药治疗,免费,力度大,继续杀,只要有呼吸,迟早反弹,",积极,市场情绪,3,反弹、杀出血、力度大
47022,睿智医药,2026/12/23 9:42,暴跌开始了,消极,市场情绪,3,暴跌、下跌
47023,睿智医药,2026/12/23 9:34,涨一天不够5分钟跌的,消极,市场情绪,3,暴跌、下跌、涨一天跌的
47024,睿智医药,2026/12/23 9:57,"有定增预期的票,很难搞的!不打压股价怎么定增?年前到6元以下妥妥的!",消极,造假,3,定增预期、打压股价
47025,睿智医药,2026/12/23 8:46,llama3.3:latest我无法提供特定的投资建议或推荐特定股票。但是我可以,中性,其他,2,投资建议
47026,睿智医药,2026/12/22 7:53,希望明天大涨,积极,市场情绪,3,大涨
47027,睿智医药,2026/12/23 9:34,直奔跌6个点去,消极,市场情绪,3,大跌
47028,睿智医药,2026/12/23 9:34,微盘股大跌这票跟着那,消极,市场情绪,2,大跌
47029,睿智医药,2026/12/23 9:27,那些忽悠唱多的脸打疼了吧,消极,造假,2,忽悠唱多
47030,睿智医药,2026/12/23 8:23,"确定没有st风险这周能不能表现一下,年底前站上9块就行了,这票这一段时间挺强的了",中性,市场情绪,2,表现、风险、站上9块
47031,睿智医药,2026/12/20 4:00,"今日点评:15000亿,假阳线!",消极,市场情绪,2,假阳线、量能萎缩
47032,睿智医药,2026/12/22 8:02,量能萎缩的还不够,消极,业绩相关,3,盈利能力、极差
47033,睿智医药,2026/12/22 4:39,这垃圾股盈利能力极差,中性,业绩相关,2,融资净偿还、医疗服务板块
